Contig	allgenomes_nodup_sl_sr.mmi.139536_S27_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139537_S33_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139538_S35_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139539_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139540_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139541_S25_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139542_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139543_S12_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139544_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139545_S147_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139546_S148_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139547_S149_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139548_S150_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139549_S151_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139550_S152_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139551_S153_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139552_S154_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139553_S155_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139554_S156_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139555_S157_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139556_S158_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139557_S159_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139558_S160_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139560_S161_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139561_S162_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139562_S163_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139563_S164_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139564_S165_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139565_S166_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139566_S167_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139567_S168_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139568_S169_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139569_S170_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139570_S171_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139571_S172_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139572_S173_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139573_S174_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139574_S175_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139575_S176_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139576_S177_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139577_S178_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139578_S179_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139579_S180_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139580_S181_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139581_S182_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139582_S183_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139583_S184_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139584_S185_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139585_S186_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139586_S187_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139587_S188_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139588_S189_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139589_S190_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.139590_S191_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3106_S36_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3107_S37_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3108_S38_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3109_S39_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3110_S40_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3111_S41_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3112_S42_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3113_S43_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD3114_S44_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9007_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9008_S2_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9009_S3_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9010_S4_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9011_COM_R1_001.fastq.gz_filtered Mean	allgenomes_nodup_sl_sr.mmi.SD9012_S6_R1_001.fastq.gz_filtered Mean
PRET1608S21F02_ctg_17094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_19099	0	0	0	0.05348327	0.06573414	0.011885171	0.09389285	0.04022673	0.10742366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013713659	0	0	0.027518742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_19312	0	0	0	0	0	0	0	0	0	0.01389528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_20748	0	0.028875671	0	0.205967	0.24606676	0.06830391	0.41059095	0.20740598	0.28501534	0	0	0	0.028971603	0	0	0	0.028971603	0.014485802	0	0	0	0.04173062	0	0	0.028971603	0	0.028971603	0	0	0.028971603	7.9894476	4.563411	3.1953185	3.0984268	4.6015925	4.680545	0.010936301	0.01438987	0.01438987	0.10005756	0.043361474	0.6447621	0.27081734	0.41068688	3.8630085	0	0	0	0.013046815	0.014485802	0.01323868	0	0	0.043457408	0	0	0	0.043457408	0	0.030122794	0	0	0	16.151766	15.728799	2.6240406	2.8671336	1.0830775	1.9405218
PRET1608S21F02_ctg_24241	0	0	0	0.0633788	0.0316894	0.07418678	0.18520461	0.28835258	0.28310597	0.047534104	0	0.0158447	0.22119622	0.25204617	0.18279119	0.20629591	1.2453306	5.6401887	0	0.07901364	0	0.2913956	0.12654774	0.03158447	4.0420775	0.9301154	2.802833	0	0.0316894	0	0.15351522	0.15750262	0.047009442	0.26610702	0.39181533	1.9658972	0	0	0	0	0	0.0316894	0.6607555	0.07911857	0.4818468	0	0	0	0	0	0	0.13231899	0.20713536	0.48111227	0	0	0	0	0	0	0	0	0	0.33840504	0.17408185	0.0613851	1.450787	0.7996852	2.0881426
PRET1608S21F02_ctg_25153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045030555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_31470	0	0	0	0	0	0	0	0	0	0.01845289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_32684	0	0	0	0.017504375	0.029507376	0	0.022630658	0	0	0.07189298	0	0	0	0	0.032008003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018754689	0	0	0	0	0	0.14453614	0.056264065	0.23243311	0.018004501	0.05663916	0.03775944	0	0	0	0	0	0	0	0	0	0.006876719	0	0	0	0	0	0.0060015004	0.016004002	0	0.03763441	0	0	0.054263566	0.037509378	0	0	0	0
PRET1608S21F02_ctg_34236	0.01940126	0	0	0	0.07400745	0.01914429	0.09649236	0.05820378	0.1940126	0	0	0	0	0	0	0	0.019015804	0	0	0	0.019272774	0.01940126	0	0	0	0	0	0.07760504	0.21200052	0	0	0.01940126	0	0	0	0.0770911	0.01940126	0	0.09649236	0	0	0.05177952	0	0.0770911	0.01940126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054734677	0.11319543	0	0.057561353	0	0.01940126
PRET1608S21F02_ctg_34643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_36116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_38137	0	0	0	0	0.006021623	0	0	0	0	0.040919665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_43116	0.064425774	0.04290137	0.020639835	0.17750257	0.15509361	0.022261536	0.07784166	0	0.06545776	0.15568332	0	0.065605186	0	0.01754386	0.087571874	0	0.022261536	0	0	0.022261536	0	0.04422822	0	0	0	0	0.017691286	0	0	0	0.01813357	0	0.017986141	0	0	0.022261536	0.06088751	0.066489756	0.08300162	0.022261536	0.021229545	0.022261536	0.5755565	0.09568038	0.3557423	0.066489756	0	0.06663718	0.022261536	0.018280996	0.02196668	0	0.018870706	0.06545776	0.022261536	0	0	0.059560668	0.02771635	0	0	0	0	0	0.03833112	0	0	0.020050125	0.01754386
PRET1608S21F02_ctg_51530	0	0	0	0.07236842	0.023519738	0.049671054	0	0	0	0.11924342	0	0	0	0	0	0	0	0	0	0	0	0.024835527	0	0	0	0	0	0	0	0	0.04292763	0	0	0	0	0	0	0	0	0	0	0.07368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03075658	0.11381579	0	0.022532895	0.058223683	0.0875
PRET1608S21F02_ctg_54300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S21F02_ctg_59340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16131923	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05395232	0	0	0	0	0	0	0	0	0	0.054131564	0.05395232	0	0.077074744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02688654	0	0	0	0	0
PRET1608S21F02_ctg_63661	0	0	0	0.23279731	0.05628272	0	0.16940913	0	0.04712042	0.2528048	0	0.05646971	0	0	0	0	0	0	0	0	0	0	0	0	0.11293942	0	0	0	0	0	0	0	0	0	0	0	0.05628272	0	0.05628272	0	0	0	0	0	0	0	0	0.0974196	0	0	0.056095738	0	0	0	0	0	0	0.046746448	0	0	0	0	0	0	0.013089005	0	0	0	0
PRET1608S21F02_ctg_71328	0	0	0	0.36330792	0.1509434	0.20835006	0.12103573	0	0.13508631	0.54496187	0	0.060618225	0	0	0	0	0.03010839	0	0	0.042151745	0	0.011842634	0	0	0	0	0	0	0	0	0.011842634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12123645	0	0.060618225	0	0	0	0	0	0	0	0.12123645	0.05499799	0	0	0.009835407	0	0	0.019670814	0	0	0	0
PRET1608S25F00_ctg_152	0.018563591	0.03729219	0.018646095	0.23885153	0.32119137	0.11105152	0.14892125	0.074543126	0.074460626	0.17726167	0	0.006229116	0.012334474	0.012375727	0.024833959	0	0.07978219	0	0	0.006229116	0	0.012416979	0	0	0.0061878636	0	0.0061878636	0.012293222	0.031104328	0.012416979	0.012458232	0	0	0	0	0.012375727	0.1303164	0.04339755	0.28080526	0.012375727	0.0061878636	0.23468503	0.006229116	0	0.024792707	0.0056103296	0	0.031021822	0	0	0.012375727	0	0	0.0061878636	0.0061878636	0	0.006146611	0.065096326	0.008250485	0.012458232	0.030073017	0.022730086	0	0.022853842	0.013407038	0	0.006146611	0	0
PRET1608S25F00_ctg_190	0.03442931	0.03448013	0.007648135	0.1540807	0.17511943	0.080013216	0.16574347	0.030490903	0.038215265	0.08351967	0.003811363	0.01915845	0	0	0	0.0036334994	0.022156723	0.003836772	0	0.003811363	0	0	0.003836772	0	0	0	0.007673544	0.007622726	0.003836772	0.019082224	0.003811363	0.003836772	0	0	0	0	0.091548935	0.06479317	0.18454619	0.0075464984	0.007648135	0.18391097	0	0.007648135	0.026831996	0.003836772	0	0.007648135	0	0.007673544	0.003836772	0	0	0	0.011484907	0.007648135	0.018548634	0.015270861	0.010798861	0.009426771	0.019133043	0.011434088	0.003811363	0.007648135	0.011510316	0	0	0	0
PRET1608S25F00_ctg_202	0	0	0	0.014298306	0	0	0.0073450203	0	0.014249339	0.028351778	0	0.007393987	0	0	0	0	0	0.011458231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017383214	0.0052884147	0.0027421408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F00_ctg_277	0	0	0	0	0	0.029050658	0	0	0.029195668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043551818	0.043551818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007298917	0.012470998	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F00_ctg_306	0	0	0	0	0.008495555	0	0	0	0.01693485	0	0	0	0	0	0	0	0.02503657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F00_ctg_339	0	0	0	0	0	0.0065186215	0	0	0	0.006562079	0	0	0	0	0	0	0	0	0	0.011516231	0	0	0	0	0.006562079	0	0	0	0	0	0.0063447915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F00_ctg_393	0.017157841	0.017157841	0.017157841	0.17425753	0.12711623	0.1346976	0.23781565	0.1491193	0.39012712	0.346862	0	0.06714929	0.008607422	0.016074788	0.02553725	0	0.034429688	0.034201674	0.06646526	0.049421422	0.058199853	0.03346064	0.008550419	0.008550419	0.034315683	0.017100837	0.016815824	0.03403067	0.016587812	0.008607422	0.1203899	0.060080945	0.05734481	0.016644815	0.020235991	0.03916092	0.10967337	0.0857892	0.18212393	0.03796386	0.032719605	0.20686314	0.023542153	0.008607422	0.054665677	0.008607422	0	0.04041498	0	0	0	0	0	0.020749018	0.051929545	0.05187254	0.09034943	0.05899789	0.014934732	0.03283361	0.02428319	0.008607422	0	0.142792	0.084991165	0.017613864	0.050732486	0	0.054038648
PRET1608S25F00_ctg_475	0.001669859	0	0	0.001473405	0	0.001669859	0.001669859	0	0	0	0	0	0	0	0	0	0	0.001669859	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01473405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F00_ctg_737	0	0	0	0	0	0	0	0	0	0.085733294	0.028704496	0.05132592	0	0	0	0	0	0	0.014352248	2.3470201	0.5153502	2.2763045	0.27050662	0.14152648	0.08544815	0.08231157	0.057408992	0.028609447	0.012261192	0	0.7415645	0.20055127	0	0	0.111016065	0.14323734	0	0	0	0	0	0.028609447	0	0	0.02566296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07176124	0.5879669	0.09808954	0.03041536	0	0.13819979
PRET1608S25F00_ctg_823	0	0.030227205	0	0.14703234	0.16564909	0.045140628	0.10509458	0	0	0.06035432	0.015013512	0.07526774	0.015113602	0	0.030027024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030027024	0.030027024	0.015013512	0	0	0.030027024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F00_ctg_1261	0	0	0	0	0	0.05318273	0.05318273	0	0.035533592	0.03529827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10636546	0.13460407	0.20484763	0	0	0.035415933	0	0	0	0.17107895	0.035533592	0	0	0	0.017649135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F00_ctg_1878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F00_ctg_2101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F00_ctg_2638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F00_ctg_2943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F02_ctg_285	0.034835543	0.0542365	0.013313299	0.37667245	0.42538476	0.16537216	0.27407718	0.05997061	0.11262719	0.1965065	0.0033255627	0.03159837	0.006640077	0.0066511254	0.0016572571	0	0.056114726	0.020892488	0	0.006673222	0.0016572571	0.004673465	0	0	0.003336611	0	0.009998784	0.021577489	0.023035875	0.004993868	0.011435074	0.013313299	0.0016683055	0	0	0.003336611	0.15914088	0.081293985	0.4057518	0.03439361	0.0066511254	0.24521881	0.008142657	0.0066621737	0.033310868	0.0033255627	0	0.051562794	0.0016683055	0.008341528	0.022825954	0	0.0035023368	0	0.008330479	0.017898377	0.023809262	0.05363989	0.01044072	0.013865718	0.021179747	0.011048381	0.0066621737	0.013335396	0.015942814	0	0.006352819	0.0025853212	0.003336611
PRET1608S25F02_ctg_504	0	0	0	0	0.0019909397	0.002178492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000577084	0	0	0	0	0	0	0	0	0	0	0	0.0018466688	0	0.005525579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008223447	0	0	0.0017745333	0	0.0065643303
PRET1608S25F02_ctg_1041	0.0029341902	0.006008104	0	0.053673726	0.047386177	0.021018384	0.047386177	0.032355934	0.11080062	0.10998224	0.018044272	0.021018384	0.03511048	0.04385317	0.026587358	0	0	0	0.049881235	0.03550969	0.012016208	0.047725502	0.009022136	0.04213657	0	0.0030140323	0	0.06187748	0.033094473	0.07728697	1.0674465	0.78640294	0.8662847	0.09243698	0.15569173	0.056727678	0.42218408	0.30609393	0.4498892	0.13764746	0.13149963	0.31996647	0.05968183	0.0149903195	0.05586938	0.1341943	0.19531327	0.33835006	0.06295535	0.057007127	0.25385737	0.002794467	0.0060280645	0.023693088	0.005269566	0	0.014371544	0.0059482227	0.008902374	0	0	0.0030140323	0	2.5422463	1.3392283	1.3028204	0.06391345	0.07032076	0.029501587
PRET1608S25F02_ctg_1493	0	0	0	0.017693888	0.011433701	0.0034253856	0.029245706	0	0	0.004984527	0	0	0	0	0.00087406393	0	0	0	0	0.0041577094	0	0.011126597	0	0.0053861234	0.00087406393	0	0	0	0	0	0.0035671256	0	0	0	0.0008504406	0.0035671256	0.0026930617	0	0.015024451	0	0	0.013134582	0.00061420706	0	0.004819163	0	0	0	0	0	0	0	0	0	0.003047412	0	0	0	0.0035435024	0	0.0006850771	0.0067562778	0	0	0	0	0	0	0
PRET1608S25F02_ctg_2227	0.06695667	0.042022064	0.10218356	0.45806324	0.5088707	0.14022517	0.5873138	0.32210281	0.5485329	0.10781303	0.037217103	0.037984762	0	0.0032127828	0.004293188	0	0.0384681	0.016945297	0	0.025702262	0	0.021352213	0	0	0.06419879	0	0.0769362	0	0.017172752	0	0.025019903	0.017087456	0	0	0.021437507	0	3.98459	4.0096097	4.523598	0.16970886	0.063658595	0.2711816	0.016945297	0	0.029853292	0.2117025	0.18207665	0.38687024	0.03161606	0.09945411	0.08941772	0	0.033577845	0.015580576	0.06809394	0.10357671	0.16240191	0.19666211	0.1158592	0.15464005	0.6378085	0.4811498	0.54648584	0.02848857	0.04085636	0	0.0384681	0.011059934	0
PRET1608S25F02_ctg_2707	0.07534139	0.0854183	0.08981322	0.57341075	0.40737718	0.27584368	0.5372783	0.36006907	0.7105635	0.09219903	0.018929524	0.013153351	0.00866426	0.018898131	0	0.028378591	0.21161513	0.15040025	0	0	0.018333072	0.070663944	0.014220688	0.009480459	0.009449066	0.06620625	0.056694396	0	0	0	0.027468216	0.018898131	0	0	0.047025584	0.018835347	5.6160417	4.5454717	6.0862346	0.17228064	0.14559723	0.25405744	0.066080675	0.0047402293	0.06887459	0.14569141	0.20113012	0.42574164	0.122461155	0.11627688	0.22203736	0.014157903	0.009480459	0.02825302	0.10208759	0.12811175	0.35178152	0.25170302	0.14189295	0.14691572	0.7595354	0.5105007	0.50569767	0.028378591	0.009951342	0	0.02724847	0.028880866	0.043698005
PRET1608S25F02_ctg_2954	0.7913841	0.7051597	0.61195743	1.0747256	0.99757576	0.8321376	1.5007699	0.5880426	0.9655365	1.2920557	1.2577887	1.622113	0.54735464	0.669484	0.6728583	0.21883702	0.33005732	0.2815725	0.7599017	0.6744963	0.41051596	0.71357906	0.63036853	0.779656	0.39321867	0.20144144	0.3777232	2.2089436	1.3365766	1.4649959	0.8209664	0.69110566	0.8316462	0.18712531	0.400819	0.150991	6.968616	5.539394	6.939918	1.50172	1.5952498	1.30552	1.000688	0.8739722	0.76930386	1.3957084	1.4478296	1.4547093	1.839181	1.2963473	1.4414414	1.1088943	0.7672727	0.37965602	0.22420967	0.27593777	0.38781327	0.43502048	0.14653562	0.23616707	0.8512039	0.5340213	0.7085667	0.83249795	0.6795086	0.9236036	0.14394759	0.15954135	0.14732186
PRET1608S25F02_ctg_3555	0	0	0	0	0	0	0	0	0	0	0	0.0016148132	0.009401801	0	0	0	0.0033372806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051674023	0	0	0	0	0.090034805	0.09351563	0.0032296265	0	0	0.008504683	0	0	0	0.006710446	0	0.011375462	0.0065310225	0.009294148	0.0066386764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRET1608S25F02_ctg_3852	0.11578006	0.09994785	0.10486515	0.93823576	0.8635822	0.23863806	0.48942035	0.2435181	0.4580912	0.18890627	0.07081657	0.046081062	0.011250187	0.022425868	0.0055505885	0	0.060758457	0.027007898	0	0	0	0	0	0	0.01098942	0.028013708	0.033527046	0	0	0	0	0	0	0	0	0.0055505885	0.25778574	0.22235881	0.28766206	0.0052525704	0	0	0.0055505885	0	0.022425868	0.4761213	0.31753838	0.7649382	0.1998957	0.38962153	0.4606616	0.011212934	0.016800774	0.039152138	0.054202057	0.07934734	0.110751	0.22977202	0.07573387	0.06616004	0.17169572	0.110415734	0.08508419	0.011250187	0	0	0.01672627	0	0.014714648
PRET1608S25F02_ctg_4396	0	0.006031074	0	0.0530415	0.016815113	0.024044415	0.04137876	0.006031074	0.034069575	0.060031153	0	0.01801334	0	0	0.02388465	0	0.024044415	0.006031074	0	0	0	0	0	0	0	0	0.005951192	0	0	0	0	0	0	0	0	0	0.06877821	0.13336262	0.23477253	0	0	0.011862444	0	0	0	0	0	0.022686424	0	0	0	0	0	0	0.017933458	0.010863922	0.0058313697	0.032831408	0.00990534	0	0.006031074	0.0055118427	0	0	0.024044415	0	0	0	0
PRET1608S25F02_ctg_4492	0	0	0.012098726	1.2518954	0.86739796	0.5992902	1.4072431	0.5537587	1.0325859	0.006089692	0	0	0.030045168	0.054202292	0.023471527	0.018269075	0.2472173	0.047386676	0	0	0	0.012098726	0	0	0.07892402	0.012058397	0.13288434	0	0	0	0.05424262	0.0049604774	0.016817229	0.030287143	0.026536537	0.059001453	0	0	0.022100339	0	0	0.005847717	0.05734796	0.033231165	0.14764479	0.006089692	0	0	0	0	0.035449266	0.06000968	0.07073721	0.19849975	0.017986773	0.024036136	0.030367801	0.17022906	0.04137764	0.054524925	0.021455074	0	0.006089692	0.053153735	0.05517019	0.0036296176	0.08348121	0.025487982	0.040813033
PRET1608S25F02_ctg_4821	0	0	0	0	0	0	0	0	0	0	0	0.006328053	0	0	0	0	0.006286145	0	0	0.006328053	0	0.00620233	0	0	0	0	0	0	0	0.006328053	0.006328053	0	0	0	0	0.006286145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
